ID,formula,gen_formula,space_group,segments,flat_segments,flatness_score,discovery,binary_flatness,horz_flat_seg,exfoliation_eg,decomp_eng,band_gap,point_group,crystal,A,B,C,D,E,F,radio,f_orb,sg_sto_group,percentage_flat,relative_id,crystal_system,0,1,2,3,fx,fy
2dm-41,MoBr2,AB2,12,5,3,0.67945,bottom-up,0,0,0.079818,0.73317,0.6177,2/m,monoclinic,Br,Mo,,,,,non-radioactive,no-f-in-valence,,,2dm-3623,monoclinic,-0.12304535508155823,0.07039079070091248,0.027311230078339577,0.0739423930644989,25.722643,-62.17971
2dm-42,Ba2As,AB2,164,3,1,0.44987,bottom-up,0,0,0.21687,0.19765,0.0,-3m,trigonal,As,Ba,,,,,non-radioactive,no-f-in-valence,,,2dm-3279,trigonal,-0.12297099828720093,0.06819695979356766,0.029253285378217697,0.07597579807043076,70.59912,28.420103
2dm-43,BeF2,AB2,164,3,0,0.22217,bottom-up,0,0,0.039402,0.34041,9.4494,-3m,trigonal,Be,F,,,,,non-radioactive,no-f-in-valence,,,2dm-4717,trigonal,-0.130783811211586,0.07310350984334946,0.03698163107037544,0.07994814962148666,143.05249,-14.524411
2dm-45,TiI2,AB2,187,3,1,0.33105,bottom-up,0,0,0.081699,0.044807,0.6795,-6m2,hexagonal,I,Ti,,,,,non-radioactive,no-f-in-valence,,,2dm-3706,hexagonal,-0.12390374392271042,0.06982200592756271,0.028666909784078598,0.07535867393016815,79.70494,-35.60826
2dm-46,Mg2Sb,AB2,164,3,0,0.032545,bottom-up,0,0,0.41592,0.49865,0.0,-3m,trigonal,Mg,Sb,,,,,non-radioactive,no-f-in-valence,,,2dm-3665,trigonal,-0.12456746399402618,0.06896944344043732,0.02944648265838623,0.07699882239103317,105.929825,13.303903
2dm-47,HfPb2,AB2,129,4,0,0.060056,bottom-up,0,0,0.31961,0.42647,0.0,4/mmm,tetragonal,Hf,Pb,,,,,non-radioactive,no-f-in-valence,,,2dm-3413,tetragonal,-0.12159550189971924,0.0685877874493599,0.028928587213158607,0.07520519942045212,4.224236,23.44461
2dm-48,BBr,AB,57,4,1,0.31738,bottom-up,0,0,0.063192,1.7546,2.1377,mmm,orthorhombic,B,Br,,,,,non-radioactive,no-f-in-valence,,,2dm-4627,orthorhombic,-0.12278386205434799,0.0682898610830307,0.029638126492500305,0.07551749795675278,61.08017,5.5297675
2dm-49,RuC2,AB2,123,3,0,0.12129,bottom-up,0,0,0.99579,1.9282,0.0,4/mmm,tetragonal,C,Ru,,,,,non-radioactive,no-f-in-valence,,,2dm-3563,tetragonal,-0.1250612586736679,0.07178490608930588,0.028532305732369423,0.07465338706970215,46.72248,-72.82242
2dm-50,HfCl,AB,164,3,0,0.15165,bottom-up,0,0,0.051157,0.0,0.0,-3m,trigonal,Cl,Hf,,,,,non-radioactive,no-f-in-valence,,,2dm-4412,trigonal,-0.12408392131328583,0.0684390589594841,0.029712045565247536,0.07657626271247864,105.74734,16.40045
2dm-51,P2Pt,AB2,2,4,1,0.27807,bottom-up,0,0,0.30832,0.70956,0.0,-1,triclinic,P,Pt,,,,,non-radioactive,no-f-in-valence,,,2dm-4348,triclinic,-0.12263588607311249,0.0694282278418541,0.028459563851356506,0.0745256319642067,38.213623,-33.31546
2dm-52,BBr3,AB3,12,3,2,0.54413,bottom-up,0,0,0.072474,0.68614,2.1468,2/m,monoclinic,B,Br,,,,,non-radioactive,no-f-in-valence,,,2dm-3681,monoclinic,-0.12109922617673874,0.0683213546872139,0.027339130640029907,0.07464367896318436,-51.681026,-15.351315
2dm-53,TiPb2,AB2,129,4,1,0.32223,bottom-up,0,0,0.28383,0.47889,0.0,4/mmm,tetragonal,Pb,Ti,,,,,non-radioactive,no-f-in-valence,,,2dm-3413,tetragonal,-0.12164144963026047,0.06785880774259567,0.02872597426176071,0.07589078694581985,12.084557,60.831707
2dm-54,Al2O3,A2B3,189,3,0,0.039412,bottom-up,0,0,0.75888,0.58288,3.6148,-6m2,hexagonal,Al,O,,,,,non-radioactive,no-f-in-valence,,,2dm-3374,hexagonal,-0.12389294803142548,0.07077866792678833,0.02789863385260105,0.07487751543521881,44.28118,-61.62494
2dm-55,HfF2,AB2,164,3,0,0.015898,bottom-up,0,0,0.059121,0.52777,0.0,-3m,trigonal,F,Hf,,,,,non-radioactive,no-f-in-valence,,,2dm-3733,trigonal,-0.1257907599210739,0.0730084627866745,0.029043762013316154,0.07345198094844818,117.07618,-43.55018
2dm-56,YbF2,AB2,164,3,3,0.7894,bottom-up,1,3,0.073498,0.10746,7.2622,-3m,trigonal,F,Yb,,,,,non-radioactive,f-in-valence,377.0,5.8,2dm-4965,trigonal,-0.12780553102493286,0.07130205631256104,0.03516203537583351,0.07877065241336823,141.28523,-15.79479
2dm-57,AlTe,AB,187,3,0,0.050853,bottom-up,0,0,0.065168,0.00099219,1.7839,-6m2,hexagonal,Al,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3530,hexagonal,-0.12353041023015976,0.07037466019392014,0.029576975852251053,0.07496335357427597,73.565834,-40.80843
2dm-58,NdC2,AB2,123,3,0,0.022125,bottom-up,0,0,0.25974,0.66034,0.0,4/mmm,tetragonal,C,Nd,,,,,non-radioactive,f-in-valence,,,2dm-3714,tetragonal,-0.12565450370311737,0.0700729638338089,0.029849130660295486,0.07657861709594727,119.86631,-5.554691
2dm-59,TlS,AB,187,3,0,0.17021,bottom-up,0,0,0.073903,0.14743,0.7934,-6m2,hexagonal,S,Tl,,,,,non-radioactive,no-f-in-valence,,,2dm-3099,hexagonal,-0.12418578565120697,0.07066603004932404,0.0296159777790308,0.07495325058698654,99.040146,-38.90414
2dm-60,NiSb2,AB2,123,3,0,0.073092,bottom-up,0,0,0.09605,0.21264,0.0,4/mmm,tetragonal,Ni,Sb,,,,,non-radioactive,no-f-in-valence,,,2dm-5531,tetragonal,-0.1225413903594017,0.07025326043367386,0.02949770912528038,0.07484317570924759,56.77116,-35.842678
2dm-62,AgCl,AB,187,3,0,0.022542,bottom-up,0,0,0.2159,0.050227,1.9701,-6m2,hexagonal,Ag,Cl,,,,,non-radioactive,no-f-in-valence,,,2dm-3405,hexagonal,-0.12411928176879883,0.07131186872720718,0.029686404392123222,0.07463344931602478,99.067314,-44.126396
2dm-63,TmCl2,AB2,164,3,0,0.041144,bottom-up,0,0,0.072708,0.13912,0.0,-3m,trigonal,Cl,Tm,,,,,non-radioactive,f-in-valence,,,2dm-5020,trigonal,-0.12508931756019592,0.06739336997270584,0.03110211156308651,0.07738332450389862,90.05318,41.23102
2dm-64,NbBr2,AB2,164,3,0,0.024459,bottom-up,0,0,0.066536,0.24879,0.0,-3m,trigonal,Br,Nb,,,,,non-radioactive,no-f-in-valence,,,2dm-3622,trigonal,-0.12439485639333725,0.07052566111087799,0.029011694714426994,0.07546475529670715,93.58476,-34.582714
2dm-65,AgF,AB,187,3,0,0.048541,bottom-up,0,0,0.20416,0.1499,1.3263,-6m2,hexagonal,Ag,F,,,,,non-radioactive,no-f-in-valence,,,2dm-3405,hexagonal,-0.12429873645305634,0.07098446041345596,0.02984224073588848,0.07468815892934799,102.76651,-38.468327
2dm-66,GeBr2,AB2,164,3,0,0.055306,bottom-up,0,0,0.076151,0.0,2.3501,-3m,trigonal,Br,Ge,,,,,non-radioactive,no-f-in-valence,,,2dm-3464,trigonal,-0.12462258338928223,0.07118837535381317,0.03002287819981575,0.0753072202205658,106.06734,-38.33869
2dm-67,NdSe3,AB3,129,3,0,0.046925,bottom-up,0,0,0.046908,0.018848,0.0,4/mmm,tetragonal,Nd,Se,,,,,non-radioactive,f-in-valence,,,2dm-3921,tetragonal,-0.12149090319871902,0.06879182904958725,0.028382252901792526,0.07456564903259277,4.9365044,-10.902719
2dm-68,SiBr2,AB2,164,3,0,0.041818,bottom-up,0,0,0.077521,0.4085,1.8341,-3m,trigonal,Br,Si,,,,,non-radioactive,no-f-in-valence,,,2dm-3464,trigonal,-0.12441827356815338,0.07129313796758652,0.029396500438451767,0.0750310942530632,104.551994,-41.69016
2dm-70,AgTe,AB,10,4,0,0.14364,bottom-up,0,0,0.23706,0.14549,0.1035,2/m,monoclinic,Ag,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3506,monoclinic,-0.12189469486474991,0.07017575204372406,0.02756759151816368,0.07364127784967422,-5.1825824,-61.037094
2dm-71,PdS2,AB2,164,3,0,0.071784,bottom-up,0,0,0.10933,0.12208,1.0868,-3m,trigonal,Pd,S,,,,,non-radioactive,no-f-in-valence,,,2dm-3287,trigonal,-0.12272888422012329,0.0708451196551323,0.026836883276700974,0.07378949224948883,29.808422,-69.92945
2dm-72,TeAu,AB,129,3,0,0.079597,bottom-up,0,0,0.19595,0.20676,0.0,4/mmm,tetragonal,Au,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-5007,tetragonal,-0.12192754447460175,0.07011768966913223,0.02745501883327961,0.0737602561712265,-4.631417,-60.38808
2dm-73,NiP2,AB2,123,3,0,0.16495,bottom-up,0,0,0.078142,0.40783,0.0,4/mmm,tetragonal,Ni,P,,,,,non-radioactive,no-f-in-valence,,,2dm-5531,tetragonal,-0.12318869680166245,0.07072456181049347,0.029729658737778664,0.0746779590845108,68.8254,-43.024467
2dm-74,PtCl2,AB2,164,3,1,0.42174,bottom-up,0,0,0.076372,0.35537,0.4677,-3m,trigonal,Cl,Pt,,,,,non-radioactive,no-f-in-valence,,,2dm-3692,trigonal,-0.12261723726987839,0.07080920785665512,0.026552481576800346,0.0733354240655899,-2.5981004,-72.2822
2dm-75,BN3,AB3,164,3,0,0.012461,bottom-up,0,0,0.069444,0.78251,1.2639,-3m,trigonal,B,N,,,,,non-radioactive,no-f-in-valence,,,,trigonal,-0.12586449086666107,0.06974904984235764,0.029831279069185257,0.07656307518482208,120.33644,-5.2529235
2dm-76,TiS5,AB5,59,4,1,0.25061,bottom-up,0,0,0.072669,0.0,0.1325,mmm,orthorhombic,S,Ti,,,,,non-radioactive,no-f-in-valence,,,2dm-3256,orthorhombic,-0.12185075134038925,0.06865152716636658,0.028824718669056892,0.07509301602840424,22.108093,6.091773
2dm-79,NCl4,AB4,1,4,4,0.96742,bottom-up,1,3,,,0.7263,1,triclinic,Cl,N,,,,,non-radioactive,no-f-in-valence,703.0,92.1,2dm-4763,triclinic,-0.12100892513990402,0.06816110014915466,0.027786822989583015,0.07467798888683319,-50.662502,-0.5441058
2dm-80,Ca2P,AB2,164,3,2,0.5141,bottom-up,0,0,0.25838,0.10161,0.0,-3m,trigonal,Ca,P,,,,,non-radioactive,no-f-in-valence,,,2dm-3665,trigonal,-0.12344713509082794,0.06839073449373245,0.029093384742736816,0.0758817121386528,73.176674,22.350344
2dm-81,BAs,AB,129,3,0,0.030764,bottom-up,0,0,0.056153,0.68358,0.0,4/mmm,tetragonal,As,B,,,,,non-radioactive,no-f-in-valence,,,2dm-3743,tetragonal,-0.1256515383720398,0.06935657560825348,0.029872549697756767,0.07612928748130798,106.15679,1.815871
2dm-82,Tl2Ru,AB2,123,3,0,0.18135,bottom-up,0,0,0.18413,0.65403,0.0,4/mmm,tetragonal,Ru,Tl,,,,,non-radioactive,no-f-in-valence,,,2dm-4344,tetragonal,-0.12413958460092545,0.06956744939088821,0.029444744810461998,0.07523874938488007,81.30758,-27.138168
2dm-83,SiN,AB,2,4,1,0.24118,bottom-up,0,0,0.049947,0.43265,1.4729,-1,triclinic,N,Si,,,,,non-radioactive,no-f-in-valence,,,2dm-4588,triclinic,-0.1233416423201561,0.07015053927898407,0.029177358373999596,0.07488001137971878,67.331665,-37.470253
2dm-84,PtS,AB,164,3,0,0.18767,bottom-up,0,0,0.11307,0.38954,0.0,-3m,trigonal,Pt,S,,,,,non-radioactive,no-f-in-valence,,,2dm-3377,trigonal,-0.12209444493055344,0.07007434219121933,0.02778896689414978,0.07398056238889694,20.327135,-50.598404
2dm-85,GdCl3,AB3,12,3,3,0.99183,bottom-up,1,3,0.069002,0.0,2.3127,2/m,monoclinic,Cl,Gd,,,,,non-radioactive,f-in-valence,620.0,76.7,2dm-3657,monoclinic,-0.12078098952770233,0.0674731507897377,0.02790062688291073,0.07497218996286392,-89.58806,48.30735
2dm-86,RhI3,AB3,12,3,3,0.98298,bottom-up,1,3,0.090944,0.0,1.2412,2/m,monoclinic,I,Rh,,,,,non-radioactive,no-f-in-valence,620.0,76.7,2dm-3776,monoclinic,-0.12142132967710495,0.0681677907705307,0.028172291815280914,0.07533226162195206,-20.67937,31.282179
2dm-87,GaTe,AB,12,4,1,0.14572,bottom-up,0,0,0.090814,0.063296,0.9947,2/m,monoclinic,Ga,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3756,monoclinic,-0.12402604520320892,0.0699639618396759,0.02977750450372696,0.075469009578228,94.95822,-23.76192
2dm-88,TiZn,AB,129,3,0,0.12548,bottom-up,0,0,0.32018,0.32563,0.0,4/mmm,tetragonal,Ti,Zn,,,,,non-radioactive,no-f-in-valence,,,2dm-3161,tetragonal,-0.12293759733438492,0.0682695284485817,0.02918384224176407,0.07596423476934433,69.77725,28.201046
2dm-89,PO2,AB2,31,4,4,0.90929,bottom-up,1,3,,0.062975,5.1784,mm2,orthorhombic,O,P,,,,,non-radioactive,no-f-in-valence,345.0,66.7,2dm-3642,orthorhombic,-0.1209770143032074,0.06831201165914536,0.027615582570433617,0.0740455761551857,-74.14446,-38.73841
2dm-90,AgS,AB,10,4,1,0.31091,bottom-up,0,0,0.22732,0.0,0.9872,2/m,monoclinic,Ag,S,,,,,non-radioactive,no-f-in-valence,,,2dm-3506,monoclinic,-0.12176579982042313,0.06939619779586792,0.027446426451206207,0.07372315227985382,-15.421783,-59.010674
2dm-91,BeCl2,AB2,164,3,0,0.19984,bottom-up,0,0,0.060036,0.2903,5.8475,-3m,trigonal,Be,Cl,,,,,non-radioactive,no-f-in-valence,,,2dm-4717,trigonal,-0.12646432220935822,0.07122868299484253,0.03352447226643562,0.07696669548749924,137.22662,-16.284649
2dm-92,ZrBr3,AB3,12,3,2,0.53763,bottom-up,0,0,0.076066,0.045292,0.3648,2/m,monoclinic,Br,Zr,,,,,non-radioactive,no-f-in-valence,,,2dm-3906,monoclinic,-0.12318384647369385,0.06839732080698013,0.029144592583179474,0.07562696933746338,66.93128,21.174034
2dm-93,PO2,AB2,11,4,0,0.11249,bottom-up,0,0,0.02349,,3.4068,2/m,monoclinic,O,P,,,,,non-radioactive,no-f-in-valence,,,2dm-4089,monoclinic,-0.12052790075540543,0.06868483871221542,0.02644795924425125,0.07307598739862442,-68.66641,-65.65646
2dm-94,RhI2,AB2,164,3,0,0.1995,bottom-up,0,0,0.10717,0.029686,0.0,-3m,trigonal,I,Rh,,,,,non-radioactive,no-f-in-valence,,,2dm-4963,trigonal,-0.12310963124036789,0.07077474892139435,0.02837144397199154,0.07447843998670578,35.369137,-55.70479
2dm-95,TeC,AB,59,4,0,0.019785,bottom-up,0,0,0.068921,1.533,0.0,mmm,orthorhombic,C,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3338,orthorhombic,-0.12411145865917206,0.0699012354016304,0.029097063466906548,0.07467768341302872,75.21658,-32.542053
2dm-96,Sc2Pb,AB2,164,3,2,0.54466,bottom-up,0,0,0.83936,0.97301,0.0,-3m,trigonal,Pb,Sc,,,,,non-radioactive,no-f-in-valence,,,2dm-3189,trigonal,-0.12193158268928528,0.06798595935106277,0.028782343491911888,0.07620582729578018,38.571705,55.903282
2dm-97,Cu2S,AB2,26,4,1,0.19316,bottom-up,0,0,0.166,0.054313,0.6943,mm2,orthorhombic,Cu,S,,,,,non-radioactive,no-f-in-valence,,,2dm-4629,orthorhombic,-0.1211610957980156,0.06879068166017532,0.02726028673350811,0.0745699554681778,-38.04802,-33.503498
2dm-98,YbBr2,AB2,164,3,2,0.65734,bottom-up,0,0,0.076089,0.0,5.1539,-3m,trigonal,Br,Yb,,,,,non-radioactive,f-in-valence,,,2dm-4965,trigonal,-0.1254720240831375,0.07006480544805527,0.032729264348745346,0.07734178751707077,127.81622,11.441369
