ID,formula,gen_formula,space_group,segments,flat_segments,flatness_score,discovery,binary_flatness,horz_flat_seg,exfoliation_eg,decomp_eng,band_gap,point_group,crystal,A,B,C,D,E,F,radio,f_orb,sg_sto_group,percentage_flat,relative_id,crystal_system,0,1,2,3,fx,fy
2dm-1526,VS,AB,129,3,1,0.38498,bottom-up,0,0,0.084221,0.25595,0.0,4/mmm,tetragonal,S,V,,,,,non-radioactive,no-f-in-valence,,,2dm-4224,tetragonal,-0.1228603720664978,0.068679079413414,0.029250772669911385,0.07542583346366882,60.48557,9.550277
2dm-1527,TiCl3,AB3,2,4,4,0.93202,bottom-up,1,2,0.071737,0.0026221,0.0014,-1,triclinic,Cl,Ti,,,,,non-radioactive,no-f-in-valence,608.0,40.9,2dm-3805,triclinic,-0.12248919159173965,0.0681181475520134,0.028696661815047264,0.07553021609783173,39.496998,36.080658
2dm-1528,SnAs,AB,2,4,2,0.5852,bottom-up,0,0,0.11596,0.040091,1.109,-1,triclinic,As,Sn,,,,,non-radioactive,no-f-in-valence,,,2dm-3615,triclinic,-0.12145733833312988,0.06871486455202103,0.02803080342710018,0.07505608350038528,-17.14297,4.447495
2dm-1529,CF4,AB4,123,3,1,0.29112,bottom-up,0,0,0.053677,1.1069,3.3672,4/mmm,tetragonal,C,F,,,,,non-radioactive,no-f-in-valence,,,2dm-3719,tetragonal,-0.12421420961618423,0.07103288173675537,0.027738237753510475,0.07398205250501633,41.976135,-67.80258
2dm-1530,InSb,AB,129,3,0,0.058577,bottom-up,0,0,0.21812,0.23468,0.0,4/mmm,tetragonal,In,Sb,,,,,non-radioactive,no-f-in-valence,,,2dm-3743,tetragonal,-0.12363697588443756,0.06978973001241684,0.02923935279250145,0.07487703859806061,71.34331,-33.41708
2dm-1531,VCl4,AB4,14,4,4,0.98952,bottom-up,1,3,,0.12426,0.0,2/m,monoclinic,Cl,V,,,,,non-radioactive,no-f-in-valence,717.0,96.4,2dm-5426,monoclinic,-0.12084664404392242,0.06718528270721436,0.02845868282020092,0.07577942311763763,-3.404809,86.88909
2dm-1532,ScTe3,AB3,129,3,0,0.055545,bottom-up,0,0,0.054923,0.085968,0.0,4/mmm,tetragonal,Sc,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-4856,tetragonal,-0.12194798141717911,0.068219393491745,0.029002662748098373,0.07584204524755478,26.581383,39.661674
2dm-1533,Ba5Ir,AB5,26,4,4,0.81206,bottom-up,1,2,0.26451,0.15557,0.0,mm2,orthorhombic,Ba,Ir,,,,,non-radioactive,no-f-in-valence,776.0,55.3,2dm-5064,orthorhombic,-0.12100346386432648,0.0674419179558754,0.02847936376929283,0.07564540952444077,-4.358882,78.421036
2dm-1534,Be5Ir,AB5,26,4,1,0.29667,bottom-up,0,0,,0.50954,0.0,mm2,orthorhombic,Be,Ir,,,,,non-radioactive,no-f-in-valence,,,2dm-5064,orthorhombic,-0.12236342579126358,0.06856846064329147,0.02883088029921055,0.07522811740636826,38.599957,14.409025
2dm-1535,In3Ir,AB3,187,3,1,0.21396,bottom-up,0,0,0.51,0.63649,0.0,-6m2,hexagonal,In,Ir,,,,,non-radioactive,no-f-in-valence,,,2dm-3758,hexagonal,-0.12276624888181686,0.06892313063144684,0.029303112998604774,0.07509183883666992,55.8516,-6.6887617
2dm-1536,Nb2S3,A2B3,11,4,1,0.30048,bottom-up,0,0,0.17511,0.08791,0.0,2/m,monoclinic,Nb,S,,,,,non-radioactive,no-f-in-valence,,,2dm-4813,monoclinic,-0.12207388132810593,0.06822722405195236,0.028802867978811264,0.07526141405105591,30.94462,27.080072
2dm-1537,ReF3,AB3,164,3,3,0.99732,bottom-up,1,3,,0.013524,1.2675,-3m,trigonal,F,Re,,,,,non-radioactive,no-f-in-valence,654.0,20.3,2dm-3697,trigonal,-0.1221511960029602,0.06841636449098587,0.028416212648153305,0.07524420320987701,28.918188,23.071611
2dm-1538,VTe,AB,129,3,2,0.60611,bottom-up,0,0,0.08923,0.098509,0.0,4/mmm,tetragonal,Te,V,,,,,non-radioactive,no-f-in-valence,,,2dm-4224,tetragonal,-0.12238182872533798,0.06877697259187698,0.028828192502260208,0.07517663389444351,37.620747,7.756347
2dm-1539,BiF3,AB3,31,4,4,0.9759,bottom-up,1,3,0.23018,0.14703,5.1962,mm2,orthorhombic,Bi,F,,,,,non-radioactive,no-f-in-valence,627.0,77.8,2dm-3709,orthorhombic,-0.12077172845602036,0.06773888319730759,0.0277448371052742,0.07457064092159271,-93.39981,9.197335
2dm-1540,AlF3,AB3,26,4,3,0.68484,bottom-up,0,0,0.088092,0.27579,6.6079,mm2,orthorhombic,Al,F,,,,,non-radioactive,no-f-in-valence,,,2dm-3521,orthorhombic,-0.12087737768888474,0.06804435700178146,0.02733001299202442,0.07377954572439194,-73.99829,-45.6745
2dm-1542,As2S3,A2B3,11,4,1,0.4273,bottom-up,0,0,0.089232,0.046123,0.9712,2/m,monoclinic,As,S,,,,,non-radioactive,no-f-in-valence,,,2dm-4253,monoclinic,-0.1220594048500061,0.06899440288543701,0.02883002907037735,0.07486225664615631,34.81012,-2.3501248
2dm-1543,Nb2Te3,A2B3,11,4,2,0.52755,bottom-up,0,0,0.10299,0.038726,0.0,2/m,monoclinic,Nb,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3670,monoclinic,-0.12165234982967377,0.06810956448316574,0.02868432179093361,0.07541616261005402,13.132896,39.097248
2dm-1544,VI5,AB5,2,4,4,0.94126,bottom-up,1,3,0.11555,0.0085749,0.2405,-1,triclinic,I,V,,,,,non-radioactive,no-f-in-valence,763.0,100.0,,triclinic,-0.12117284536361694,0.06747487187385559,0.028462141752243042,0.07555408775806427,-6.919759,63.19913
2dm-1545,Ga2Te5,A2B5,1,4,2,0.50703,bottom-up,0,0,0.10418,0.0079214,0.8572,1,triclinic,Ga,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-4306,triclinic,-0.12183674424886703,0.06887777894735336,0.028634723275899887,0.074801504611969,22.569408,-3.9500246
2dm-1548,AgBr,AB,187,3,0,0.023965,bottom-up,0,0,0.22231,0.085018,1.7543,-6m2,hexagonal,Ag,Br,,,,,non-radioactive,no-f-in-valence,,,2dm-3405,hexagonal,-0.1240374818444252,0.07131092250347137,0.029582099989056587,0.07469943910837173,98.68643,-44.283722
2dm-1549,BiCl4,AB4,65,4,1,0.35157,bottom-up,0,0,0.049953,0.071297,0.0,mmm,orthorhombic,Bi,Cl,,,,,non-radioactive,no-f-in-valence,,,2dm-4763,orthorhombic,-0.12054421752691269,0.0677768811583519,0.02749589830636978,0.07442924380302429,-102.60707,-13.647769
2dm-1550,ZrBr2,AB2,11,4,1,0.32713,bottom-up,0,0,0.070106,0.0,0.5758,2/m,monoclinic,Br,Zr,,,,,non-radioactive,no-f-in-valence,,,,monoclinic,-0.123574398458004,0.0680907815694809,0.029531989246606827,0.07603660225868225,76.73732,25.424273
2dm-1551,CdI2,AB2,115,3,3,0.99331,bottom-up,1,3,0.12202,0.0,2.6979,-42m,tetragonal,Cd,I,,,,,non-radioactive,no-f-in-valence,362.0,39.3,2dm-3966,tetragonal,-0.12054946273565292,0.06744740903377533,0.02786136046051979,0.07512325048446655,-99.8821,62.968586
2dm-1552,Ta2Se3,A2B3,12,4,2,0.58047,bottom-up,0,0,0.080264,0.0,0.0929,2/m,monoclinic,Se,Ta,,,,,non-radioactive,no-f-in-valence,,,2dm-4351,monoclinic,-0.12181758135557175,0.06879717111587524,0.02858171984553337,0.07517894357442856,21.545261,2.8100998
2dm-1553,Tl3Ir,AB3,187,3,0,0.17098,bottom-up,0,0,0.32624,0.58738,0.0,-6m2,hexagonal,Ir,Tl,,,,,non-radioactive,no-f-in-valence,,,2dm-3758,hexagonal,-0.12260010838508606,0.06880980730056763,0.029305752366781235,0.07508978992700577,55.060432,-5.357108
2dm-1554,Tl2Te,AB2,143,3,3,0.98755,bottom-up,1,3,0.15933,0.056779,1.2475,3,trigonal,Te,Tl,,,,,non-radioactive,no-f-in-valence,369.0,95.8,2dm-5781,trigonal,-0.12051846832036972,0.06746405363082886,0.027800166979432106,0.07505088299512863,-104.294464,55.615543
2dm-1555,NbCl4,AB4,123,3,2,0.6638,bottom-up,0,0,0.10059,0.17926,0.0,4/mmm,tetragonal,Cl,Nb,,,,,non-radioactive,no-f-in-valence,,,2dm-3290,tetragonal,-0.12176643311977386,0.07001438736915588,0.027834435924887657,0.07363008707761765,-6.726525,-60.787235
2dm-1556,TaCl5,AB5,1,4,4,0.99555,bottom-up,1,3,,,2.536,1,triclinic,Cl,Ta,,,,,non-radioactive,no-f-in-valence,761.0,80.8,,triclinic,-0.1205727756023407,0.06749559193849564,0.027827180922031403,0.07500572502613068,-102.11368,52.54665
2dm-1557,In2Te5,A2B5,12,5,4,0.73269,bottom-up,0,0,0.1138,0.014174,1.2663,2/m,monoclinic,In,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-4985,monoclinic,-0.12188609689474106,0.06892404705286026,0.028917251154780388,0.0750601515173912,33.140266,0.20905285
2dm-1559,CrF4,AB4,1,4,4,0.93829,bottom-up,1,3,0.038043,0.13715,1.821,1,triclinic,Cr,F,,,,,non-radioactive,no-f-in-valence,703.0,92.1,2dm-4502,triclinic,-0.12067965418100357,0.06776239722967148,0.027676351368427277,0.07466565072536469,-98.321396,8.493384
2dm-1561,P2Pd,AB2,123,3,0,0.048413,bottom-up,0,0,0.067434,0.64085,0.0,4/mmm,tetragonal,P,Pd,,,,,non-radioactive,no-f-in-valence,,,2dm-5531,tetragonal,-0.12364079058170319,0.07067600637674332,0.02906319685280323,0.07424350082874298,67.41515,-48.400475
2dm-1562,Ag2Te,AB2,4,4,2,0.42598,bottom-up,0,0,0.13981,0.029355,1.4892,2,monoclinic,Ag,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-4305,monoclinic,-0.12172512710094452,0.06947315484285355,0.027347080409526825,0.07437870651483536,-17.472292,-45.43757
2dm-1563,Sc7F10,A7B10,12,4,4,0.8601,bottom-up,1,2,0.082053,0.14693,0.0,2/m,monoclinic,F,Sc,,,,,non-radioactive,no-f-in-valence,274.0,100.0,2dm-3516,monoclinic,-0.12156762182712555,0.06768569350242615,0.028566457331180573,0.07565252482891083,7.4962387,64.514404
2dm-1564,Al3Co,AB3,187,3,0,0.14078,bottom-up,0,0,1.099,1.2365,0.0,-6m2,hexagonal,Al,Co,,,,,non-radioactive,no-f-in-valence,,,2dm-3758,hexagonal,-0.12229195237159729,0.06915502995252609,0.028945498168468475,0.07476787269115448,39.71566,-4.4345894
2dm-1565,Re3F8,A3B8,1,4,4,0.99636,bottom-up,1,3,-0.087092,0.32367,0.4361,1,triclinic,F,Re,,,,,non-radioactive,no-f-in-valence,241.0,95.2,2dm-4993,triclinic,-0.1224350854754448,0.06796804070472717,0.0290067158639431,0.07612966001033783,66.59198,38.43469
2dm-1566,YI2,AB2,123,3,0,0.035245,bottom-up,0,0,0.099875,0.11169,0.0,4/mmm,tetragonal,I,Y,,,,,non-radioactive,no-f-in-valence,,,2dm-3640,tetragonal,-0.12394058704376221,0.06970303505659103,0.02912428230047226,0.07502283900976181,78.14923,-29.960358
2dm-1567,ScSi3,AB3,191,3,0,0.07419,bottom-up,0,0,0.67861,0.83755,0.0,6/mmm,hexagonal,Sc,Si,,,,,non-radioactive,no-f-in-valence,,,2dm-5552,hexagonal,-0.12334926426410675,0.06859032064676285,0.028591226786375046,0.0754111036658287,69.1822,13.437141
2dm-1568,Y2F3,A2B3,12,5,5,0.9215,bottom-up,1,3,0.18136,0.18579,0.9618,2/m,monoclinic,F,Y,,,,,non-radioactive,no-f-in-valence,75.0,57.1,2dm-3786,monoclinic,-0.12283040583133698,0.06751759350299835,0.029688192531466484,0.07678990066051483,79.303215,44.40694
2dm-1570,GeF4,AB4,123,3,2,0.74973,bottom-up,0,0,0.058403,0.063435,4.2531,4/mmm,tetragonal,F,Ge,,,,,non-radioactive,no-f-in-valence,,,2dm-3719,tetragonal,-0.12202047556638718,0.06970502436161041,0.026094583794474602,0.07444659620523453,-12.483293,-66.457726
2dm-1571,Sc7I10,A7B10,2,4,4,0.88323,bottom-up,1,3,,0.023645,0.0,-1,triclinic,I,Sc,,,,,non-radioactive,no-f-in-valence,273.0,100.0,2dm-3516,triclinic,-0.12135476619005203,0.06741338968276978,0.02861201763153076,0.07583241164684296,4.449133,71.959335
2dm-1572,HgCl2,AB2,115,3,3,0.96803,bottom-up,1,3,,0.049965,2.4476,-42m,tetragonal,Cl,Hg,,,,,non-radioactive,no-f-in-valence,362.0,39.3,2dm-3966,tetragonal,-0.12053097039461136,0.06738630682229996,0.027934765443205833,0.07521480321884155,-94.90037,73.253365
2dm-1574,TaBr5,AB5,1,4,4,0.98426,bottom-up,1,3,,,0.4129,1,triclinic,Br,Ta,,,,,non-radioactive,no-f-in-valence,761.0,80.8,,triclinic,-0.1212306022644043,0.06808161735534668,0.027955202385783195,0.0751148909330368,-39.324177,23.202372
2dm-1576,Sc5Br8,A5B8,10,4,4,0.95939,bottom-up,1,2,0.073508,0.0,0.0,2/m,monoclinic,Br,Sc,,,,,non-radioactive,no-f-in-valence,266.0,69.2,2dm-4448,monoclinic,-0.12148819118738174,0.06740846484899521,0.028647223487496376,0.07592671364545822,8.433803,71.90392
2dm-1577,GaSe,AB,2,4,3,0.64796,bottom-up,0,0,0.068568,0.012969,1.8295,-1,triclinic,Ga,Se,,,,,non-radioactive,no-f-in-valence,,,2dm-5155,triclinic,-0.12073307484388351,0.06874759495258331,0.027203336358070374,0.07433545589447021,-50.092854,-37.912235
2dm-1578,ZrCl2,AB2,11,4,1,0.29455,bottom-up,0,0,0.064834,0.031333,0.6154,2/m,monoclinic,Cl,Zr,,,,,non-radioactive,no-f-in-valence,,,,monoclinic,-0.12400449067354202,0.06822653859853745,0.029556816443800926,0.07586467266082764,81.77317,18.350122
2dm-1579,CuSe,AB,2,4,0,0.098348,bottom-up,0,0,,0.072732,0.0,-1,triclinic,Cu,Se,,,,,non-radioactive,no-f-in-valence,,,2dm-4023,triclinic,-0.1211472824215889,0.06873198598623276,0.027590831741690636,0.07419237494468689,-41.684246,-28.376373
2dm-1580,In4Te3,A3B4,31,4,3,0.60337,bottom-up,0,0,0.18116,0.077091,0.9455,mm2,orthorhombic,In,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3571,orthorhombic,-0.12092488259077072,0.068363256752491,0.02770601585507393,0.07513150572776794,-45.1185,8.853417
2dm-1581,YS3,AB3,129,3,0,0.091797,bottom-up,0,0,0.04486,0.0,0.0,4/mmm,tetragonal,S,Y,,,,,non-radioactive,no-f-in-valence,,,2dm-4856,tetragonal,-0.12157603353261948,0.0690682902932167,0.0283669400960207,0.07450718432664871,4.292265,-13.728478
2dm-1582,TeAu,AB,2,4,0,0.061946,bottom-up,0,0,0.081915,0.0,0.0,-1,triclinic,Au,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-4023,triclinic,-0.12183696031570435,0.0688294991850853,0.02804076299071312,0.07437530905008316,-2.5095618,-19.803608
2dm-1583,SbBr3,AB3,14,4,4,0.98295,bottom-up,1,3,0.089612,0.0047755,2.6705,2/m,monoclinic,Br,Sb,,,,,non-radioactive,no-f-in-valence,622.0,82.1,2dm-5217,monoclinic,-0.12053298950195312,0.06742262095212936,0.027936076745390892,0.07512971758842468,-96.38126,66.924194
2dm-1584,Fe4Se5,A4B5,13,4,4,0.99013,bottom-up,1,3,,0.0,0.2705,2/m,monoclinic,Fe,Se,,,,,non-radioactive,no-f-in-valence,258.0,100.0,2dm-4626,monoclinic,-0.12112199515104294,0.06764087080955505,0.02838555909693241,0.07555492222309113,-10.55049,60.515785
2dm-1585,Tl2Te5,A2B5,12,5,4,0.65012,bottom-up,0,0,0.12855,0.11862,0.4667,2/m,monoclinic,Te,Tl,,,,,non-radioactive,no-f-in-valence,,,2dm-4985,monoclinic,-0.12195990234613419,0.06858974695205688,0.028289541602134705,0.07506594806909561,10.307409,6.038865
2dm-1586,NbBr4,AB4,123,3,1,0.42579,bottom-up,0,0,0.12084,0.21084,0.0,4/mmm,tetragonal,Br,Nb,,,,,non-radioactive,no-f-in-valence,,,2dm-3290,tetragonal,-0.1215931624174118,0.06943602114915848,0.02778419852256775,0.07410326600074768,-12.64982,-48.889683
2dm-1587,MgI2,AB2,115,3,0,0.080142,bottom-up,0,0,0.089734,0.045636,3.5368,-42m,tetragonal,I,Mg,,,,,non-radioactive,no-f-in-valence,,,2dm-4009,tetragonal,-0.1250976324081421,0.07011140137910843,0.03141056373715401,0.07665582001209259,122.30551,-18.037655
2dm-1588,HgCl2,AB2,115,3,0,0.19664,bottom-up,0,0,0.098323,0.055226,2.4503,-42m,tetragonal,Cl,Hg,,,,,non-radioactive,no-f-in-valence,,,2dm-3686,tetragonal,-0.12177439779043198,0.07027456909418106,0.02644343674182892,0.0726032555103302,-12.642945,-78.342094
2dm-1590,TeBr,AB,2,4,3,0.5591,bottom-up,0,0,0.10127,0.0,0.7762,-1,triclinic,Br,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3502,triclinic,-0.12139271199703217,0.06822016835212708,0.028541654348373413,0.07518989592790604,6.512113,32.78683
2dm-1591,YBr2,AB2,187,3,0,0.031256,bottom-up,0,0,0.076693,0.015321,0.3369,-6m2,hexagonal,Br,Y,,,,,non-radioactive,no-f-in-valence,,,2dm-5867,hexagonal,-0.12395666539669037,0.0703328400850296,0.02899828925728798,0.07436365634202957,67.9088,-47.09542
2dm-1592,GaSe,AB,12,4,1,0.20572,bottom-up,0,0,0.093075,0.053787,1.6545,2/m,monoclinic,Ga,Se,,,,,non-radioactive,no-f-in-valence,,,2dm-3756,monoclinic,-0.12454145401716232,0.06988696753978729,0.029643263667821884,0.07540946453809738,99.7769,-27.705227
2dm-1593,Al4Se3,A3B4,31,4,4,0.88618,bottom-up,1,3,0.13418,0.25658,0.8717,mm2,orthorhombic,Al,Se,,,,,non-radioactive,no-f-in-valence,215.0,26.7,2dm-3571,orthorhombic,-0.12125209718942642,0.06861422210931778,0.027616089209914207,0.07484256476163864,-37.467617,-8.499057
2dm-1594,Re2F5,A2B5,13,4,4,0.95891,bottom-up,1,2,0.72346,0.88484,0.0,2/m,monoclinic,F,Re,,,,,non-radioactive,no-f-in-valence,172.0,81.8,2dm-4185,monoclinic,-0.12124118208885193,0.06844748556613922,0.02785222791135311,0.07491333782672882,-35.86175,-0.35491475
2dm-1595,Ga4Se3,A3B4,31,4,2,0.66696,bottom-up,0,0,0.13239,0.11844,1.2488,mm2,orthorhombic,Ga,Se,,,,,non-radioactive,no-f-in-valence,,,2dm-3571,orthorhombic,-0.12105993926525116,0.06868421286344528,0.027604514732956886,0.0749533474445343,-36.07111,-8.974981
2dm-1596,Tl2Se,AB2,143,3,3,0.9675,bottom-up,1,3,0.12758,0.0,1.2867,3,trigonal,Se,Tl,,,,,non-radioactive,no-f-in-valence,369.0,95.8,2dm-5781,trigonal,-0.12056729942560196,0.0674520954489708,0.027816910296678543,0.07508310675621033,-101.55781,58.864727
2dm-1597,LaMg5,AB5,1,4,1,0.25502,bottom-up,0,0,,0.39498,0.0,1,triclinic,La,Mg,,,,,non-radioactive,no-f-in-valence,,,2dm-4891,triclinic,-0.12209156900644302,0.06784184277057648,0.028959935531020164,0.0764755979180336,69.00995,47.41897
2dm-1598,TlBr,AB,57,4,3,0.6125,bottom-up,0,0,0.12421,0.047996,3.0792,mmm,orthorhombic,Br,Tl,,,,,non-radioactive,no-f-in-valence,,,2dm-4627,orthorhombic,-0.12075111269950867,0.06769499182701111,0.027432095259428024,0.07434377074241638,-94.38758,-17.663168
2dm-1599,AlBr3,AB3,12,3,3,0.84554,bottom-up,1,4,0.074042,0.024212,3.9121,2/m,monoclinic,Al,Br,,,,,non-radioactive,no-f-in-valence,620.0,76.7,2dm-3681,monoclinic,-0.12083610892295837,0.06781789660453796,0.027463311329483986,0.0745985135436058,-92.60717,-0.60037607
2dm-1600,TaI5,AB5,2,4,4,0.93714,bottom-up,1,3,0.13599,0.048853,1.0781,-1,triclinic,I,Ta,,,,,non-radioactive,no-f-in-valence,763.0,100.0,,triclinic,-0.12104649096727371,0.068034827709198,0.027909647673368454,0.0752047523856163,-41.356808,32.907326
2dm-1601,Tl2Te5,A2B5,1,4,3,0.68383,bottom-up,0,0,0.12539,0.11824,0.4689,1,triclinic,Te,Tl,,,,,non-radioactive,no-f-in-valence,,,2dm-4306,triclinic,-0.12188264727592468,0.06853122264146805,0.028419511392712593,0.07492886483669281,7.323269,2.429634
2dm-1602,As4I,AB4,10,4,2,0.50103,bottom-up,0,0,0.069909,0.048552,0.0,2/m,monoclinic,As,I,,,,,non-radioactive,no-f-in-valence,,,2dm-5639,monoclinic,-0.12121604382991791,0.06834468990564346,0.02822175621986389,0.0753079429268837,-16.13213,21.48975
2dm-1603,ZrI,AB,12,5,1,0.25351,bottom-up,0,0,0.058904,0.055134,0.0,2/m,monoclinic,I,Zr,,,,,non-radioactive,no-f-in-valence,,,2dm-3444,monoclinic,-0.12323763221502304,0.06823993474245071,0.028999339789152145,0.0757284015417099,68.03934,23.519272
2dm-1604,Sc5I8,A5B8,10,4,4,0.86592,bottom-up,1,2,0.077439,0.0010209,0.0,2/m,monoclinic,I,Sc,,,,,non-radioactive,no-f-in-valence,266.0,69.2,2dm-4448,monoclinic,-0.12144386023283005,0.06734219938516617,0.028669314458966255,0.0760590061545372,8.924389,74.68113
2dm-1605,TiCl4,AB4,1,4,4,0.90896,bottom-up,1,3,0.070445,0.062374,2.3733,1,triclinic,Cl,Ti,,,,,non-radioactive,no-f-in-valence,703.0,92.1,2dm-4444,triclinic,-0.12068955600261688,0.06767204403877258,0.02778998203575611,0.07483858615159988,-97.70485,26.303143
2dm-1606,SeI,AB,2,4,4,0.8035,bottom-up,1,4,0.090033,0.021499,0.6758,-1,triclinic,I,Se,,,,,non-radioactive,no-f-in-valence,276.0,24.2,2dm-3502,triclinic,-0.12124212086200714,0.06803848594427109,0.028065726161003113,0.07525964081287384,-28.476002,32.32079
2dm-1607,RhF4,AB4,127,4,4,0.99863,bottom-up,1,2,,0.21938,0.1793,4/mmm,tetragonal,F,Rh,,,,,non-radioactive,no-f-in-valence,730.0,100.0,2dm-5163,tetragonal,-0.121548131108284,0.0689200907945633,0.027283083647489548,0.0748988464474678,-28.08652,-24.573412
2dm-1608,NbF4,AB4,14,4,4,0.99233,bottom-up,1,3,0.048905,0.11234,0.4267,2/m,monoclinic,F,Nb,,,,,non-radioactive,no-f-in-valence,717.0,96.4,2dm-4128,monoclinic,-0.12119698524475098,0.06728817522525787,0.028711602091789246,0.0759773924946785,5.6790013,77.44205
2dm-1609,AsC,AB,12,4,1,0.2943,bottom-up,0,0,0.04707,0.59473,1.5155,2/m,monoclinic,As,C,,,,,non-radioactive,no-f-in-valence,,,2dm-3615,monoclinic,-0.12246404588222504,0.06955806910991669,0.028871169313788414,0.07497264444828033,35.43756,-25.501627
2dm-1610,AsF3,AB3,31,4,1,0.27438,bottom-up,0,0,0.093219,0.026554,5.5435,mm2,orthorhombic,As,F,,,,,non-radioactive,no-f-in-valence,,,2dm-3709,orthorhombic,-0.1205584928393364,0.06812667101621628,0.02695320174098015,0.07380059361457825,-84.46898,-56.117577
2dm-1612,NiSe,AB,164,3,0,0.047222,bottom-up,0,0,0.097025,0.018181,0.0,-3m,trigonal,Ni,Se,,,,,non-radioactive,no-f-in-valence,,,2dm-3377,trigonal,-0.12114065140485764,0.06860385090112686,0.027269897982478142,0.07361434400081635,-61.850155,-55.595562
2dm-1613,MnI4,AB4,14,4,4,0.78187,bottom-up,1,4,,0.07603,0.0,2/m,monoclinic,I,Mn,,,,,non-radioactive,no-f-in-valence,717.0,96.4,2dm-5281,monoclinic,-0.12095482647418976,0.0678635835647583,0.028116337954998016,0.07529441267251968,-36.128685,43.30006
2dm-1614,HfI2,AB2,11,4,1,0.25911,bottom-up,0,0,0.076985,0.060804,0.6317,2/m,monoclinic,Hf,I,,,,,non-radioactive,no-f-in-valence,,,2dm-4652,monoclinic,-0.12305192649364471,0.06903649866580963,0.029153596609830856,0.0751635804772377,61.974865,-15.220387
2dm-1615,AgTe2,AB2,12,5,1,0.3302,bottom-up,0,0,0.24675,0.20182,0.0,2/m,monoclinic,Ag,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-3587,monoclinic,-0.12366461008787155,0.0708497166633606,0.028163596987724304,0.07411850243806839,44.70918,-64.44776
2dm-1616,TaTe3,AB3,11,4,2,0.59731,bottom-up,0,0,0.083852,0.016921,0.0,2/m,monoclinic,Ta,Te,,,,,non-radioactive,no-f-in-valence,,,2dm-4511,monoclinic,-0.12164968252182007,0.06790074706077576,0.02849663235247135,0.07571907341480255,20.526215,47.68295
2dm-1617,CaCl2,AB2,115,3,3,0.85287,bottom-up,1,3,0.15806,0.19693,5.6388,-42m,tetragonal,Ca,Cl,,,,,non-radioactive,no-f-in-valence,362.0,39.3,2dm-4009,tetragonal,-0.12496208399534225,0.0695265606045723,0.03277813270688057,0.07721029967069626,126.64084,12.781806
2dm-1618,GaBi,AB,129,3,0,0.16122,bottom-up,0,0,0.14907,0.10649,0.0,4/mmm,tetragonal,Bi,Ga,,,,,non-radioactive,no-f-in-valence,,,2dm-3743,tetragonal,-0.12403764575719833,0.0687716007232666,0.029917417094111443,0.07634610682725906,108.01504,16.025814
2dm-1619,As9I2,A2B9,11,4,2,0.48307,bottom-up,0,0,0.062419,0.042044,0.0,2/m,monoclinic,As,I,,,,,non-radioactive,no-f-in-valence,,,2dm-3684,monoclinic,-0.12126323580741882,0.0684729516506195,0.028730608522892,0.07531896233558655,-0.6763975,27.580198
2dm-1620,Ta2S3,A2B3,12,4,2,0.49232,bottom-up,0,0,0.078131,0.06277,0.0244,2/m,monoclinic,S,Ta,,,,,non-radioactive,no-f-in-valence,,,2dm-4351,monoclinic,-0.1221688836812973,0.0687338337302208,0.028618833050131798,0.07541300356388092,28.382206,11.556518
2dm-1621,AgSe,AB,10,4,1,0.38791,bottom-up,0,0,0.23492,0.10546,0.7203,2/m,monoclinic,Ag,Se,,,,,non-radioactive,no-f-in-valence,,,2dm-3506,monoclinic,-0.12165138125419617,0.06952657550573349,0.02735401690006256,0.07355955243110657,-15.9956255,-60.031326
2dm-1622,TiAg,AB,129,3,1,0.26516,bottom-up,0,0,0.21773,0.19689,0.0,4/mmm,tetragonal,Ag,Ti,,,,,non-radioactive,no-f-in-valence,,,2dm-5074,tetragonal,-0.12320088595151901,0.06825758516788483,0.02830265648663044,0.07515348494052887,54.686172,20.741978
2dm-1623,TaF4,AB4,123,3,1,0.45815,bottom-up,0,0,0.10329,0.1929,0.0,4/mmm,tetragonal,F,Ta,,,,,non-radioactive,no-f-in-valence,,,2dm-3290,tetragonal,-0.12676794826984406,0.06950786709785461,0.03078918531537056,0.07493869215250015,123.87403,-10.504652
2dm-1624,Sr2Hg,AB2,123,3,0,0.044131,bottom-up,0,0,,0.20362,0.0,4/mmm,tetragonal,Hg,Sr,,,,,non-radioactive,no-f-in-valence,,,2dm-5339,tetragonal,-0.12311246246099472,0.06806303560733795,0.029891368001699448,0.07720409333705902,82.24994,43.145134
2dm-1625,GaP5,AB5,26,4,4,0.83131,bottom-up,1,4,0.095829,0.19876,1.095,mm2,orthorhombic,Ga,P,,,,,non-radioactive,no-f-in-valence,776.0,55.3,2dm-3922,orthorhombic,-0.12114185094833374,0.06806781888008118,0.02772449515759945,0.07501550018787384,-44.30372,19.471367
