ID,formula,gen_formula,space_group,segments,flat_segments,flatness_score,discovery,binary_flatness,horz_flat_seg,exfoliation_eg,decomp_eng,band_gap,point_group,crystal,A,B,C,D,E,F,radio,f_orb,sg_sto_group,percentage_flat,relative_id,crystal_system,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,fx,fy
2dm-23,TlSb,AB,129,3,0,0.19798,bottom-up,0,0,0.40734,0.35179,0.0,4/mmm,tetragonal,Sb,Tl,,,,,non-radioactive,no-f-in-valence,,,2dm-3743,tetragonal,0.4966917932033539,0.5120982527732849,0.5111560821533203,0.5164879560470581,0.5061159729957581,0.5029901266098022,0.49900782108306885,0.6139650344848633,0.5135619640350342,0.48823797702789307,0.5228167176246643,0.5264792442321777,0.5013831853866577,0.5019253492355347,0.4846479296684265,0.508447527885437,0.5105705857276917,0.4853202998638153,0.4895876348018646,0.6244815587997437,0.5046718716621399,0.5019777417182922,0.5054894685745239,0.4941504895687103,0.507649838924408,0.5001858472824097,0.48676443099975586,0.5145132541656494,0.5161287188529968,0.5131121873855591,0.49928992986679077,0.4846450090408325,-40.273136,84.17659
2dm-24,CdBr2,AB2,115,3,1,0.36862,bottom-up,0,0,0.091554,0.032855,3.0243,-42m,tetragonal,Br,Cd,,,,,non-radioactive,no-f-in-valence,,,2dm-4713,tetragonal,0.49221283197402954,0.5112907886505127,0.5130593180656433,0.5116608738899231,0.5052950978279114,0.5024221539497375,0.4992152750492096,0.627271831035614,0.5106495022773743,0.49528613686561584,0.5189215540885925,0.5161445736885071,0.5025386810302734,0.5032467842102051,0.4823381006717682,0.5118590593338013,0.5051191449165344,0.47993844747543335,0.48725730180740356,0.589729905128479,0.5067434906959534,0.5057339072227478,0.51017826795578,0.4958801567554474,0.5087275505065918,0.4962242841720581,0.4870951175689697,0.5171504020690918,0.5097023844718933,0.5111086964607239,0.4996441900730133,0.4843386113643646,-22.63696,28.733213
2dm-25,VBr4,AB4,123,3,3,0.97834,bottom-up,1,2,0.14029,0.058544,0.0,4/mmm,tetragonal,Br,V,,,,,non-radioactive,no-f-in-valence,726.0,23.9,2dm-3290,tetragonal,0.5143684148788452,0.5020537376403809,0.5006611943244934,0.536098062992096,0.4991353154182434,0.5012215971946716,0.49269944429397583,0.4461803436279297,0.5070877075195312,0.46961280703544617,0.5031607747077942,0.5437572002410889,0.5016398429870605,0.49649354815483093,0.49588707089424133,0.4923540949821472,0.5121234059333801,0.49473464488983154,0.5053802728652954,0.5881878733634949,0.4971332252025604,0.4797375202178955,0.5043680667877197,0.4895104765892029,0.4893862009048462,0.4983202815055847,0.5148657560348511,0.506447970867157,0.5097193717956543,0.5048879384994507,0.5025647878646851,0.48882952332496643,-20.245136,-42.448128
2dm-26,AlSb3,AB3,164,3,2,0.72804,bottom-up,0,0,0.35454,0.36525,0.3897,-3m,trigonal,Al,Sb,,,,,non-radioactive,no-f-in-valence,,,,trigonal,0.5101943016052246,0.49459967017173767,0.49325045943260193,0.5287633538246155,0.4987157881259918,0.5076277852058411,0.4940321147441864,0.35377803444862366,0.5013645887374878,0.4693208634853363,0.49559420347213745,0.5300211310386658,0.4952003061771393,0.4917226731777191,0.5058218240737915,0.48730897903442383,0.5119911432266235,0.502962052822113,0.516887903213501,0.5303486585617065,0.4879690706729889,0.4856903553009033,0.49236294627189636,0.49603286385536194,0.4842411279678345,0.5092437267303467,0.5369584560394287,0.5016809701919556,0.506815493106842,0.5025362968444824,0.5051739811897278,0.5017741322517395,50.37799,-90.23011
2dm-27,Al4O3,A3B4,11,4,1,0.21195,bottom-up,0,0,0.24822,0.44522,0.0,2/m,monoclinic,Al,O,,,,,non-radioactive,no-f-in-valence,,,2dm-3496,monoclinic,0.5241617560386658,0.5007883310317993,0.502794623374939,0.5308830142021179,0.5028570890426636,0.5014840364456177,0.49154767394065857,0.43934309482574463,0.514298141002655,0.4693385362625122,0.5107421875,0.5552439093589783,0.5021787285804749,0.4952319264411926,0.4990672469139099,0.48508456349372864,0.5187917947769165,0.49672555923461914,0.504361629486084,0.6547214388847351,0.4978572428226471,0.47824186086654663,0.5040588974952698,0.4914969801902771,0.4850328266620636,0.5067266225814819,0.5147426724433899,0.5017973780632019,0.521320104598999,0.5108984112739563,0.5113621950149536,0.48982375860214233,-75.28099,-61.625774
2dm-28,Mo3S4,A3B4,164,5,0,0.079424,bottom-up,0,0,0.035037,0.29245,0.0,-3m,trigonal,Mo,S,,,,,non-radioactive,no-f-in-valence,,,2dm-4728,trigonal,0.5158361792564392,0.49714216589927673,0.493314266204834,0.5383298397064209,0.5010035634040833,0.506819486618042,0.49263450503349304,0.3585086762905121,0.50490403175354,0.4669460356235504,0.5054587125778198,0.540902316570282,0.4972602427005768,0.49240005016326904,0.5070416927337646,0.48711276054382324,0.5185450911521912,0.5056154131889343,0.5136727690696716,0.5639520287513733,0.48950111865997314,0.482779860496521,0.5000171661376953,0.48998260498046875,0.47932305932044983,0.5070105791091919,0.535586953163147,0.5015502572059631,0.5143876671791077,0.5050093531608582,0.5087416768074036,0.49167922139167786,3.3035548,-125.34089
2dm-29,SBr,AB,2,4,4,0.82037,bottom-up,1,3,0.067035,0.035965,1.8022,-1,triclinic,Br,S,,,,,non-radioactive,no-f-in-valence,276.0,24.2,2dm-4682,triclinic,0.5160853266716003,0.4994671046733856,0.4984839856624603,0.5361669659614563,0.49990442395210266,0.5021337866783142,0.49102982878685,0.4244169592857361,0.506838321685791,0.46793144941329956,0.504507303237915,0.5500175952911377,0.5021976232528687,0.4936697483062744,0.4983471632003784,0.4896587133407593,0.515335202217102,0.494868665933609,0.5071913003921509,0.5991024374961853,0.49334433674812317,0.4771878719329834,0.503355085849762,0.4908880889415741,0.4855937063694,0.500757098197937,0.5194177031517029,0.5046392679214478,0.5116698145866394,0.5068415999412537,0.5034742951393127,0.48821529746055603,-20.607038,-56.473534
2dm-30,Sb2C,AB2,26,4,2,0.40421,bottom-up,0,0,0.080691,0.7836,0.1622,mm2,orthorhombic,C,Sb,,,,,non-radioactive,no-f-in-valence,,,2dm-4912,orthorhombic,0.5033981204032898,0.48265257477760315,0.494274765253067,0.48389318585395813,0.502355694770813,0.49510887265205383,0.49999475479125977,0.34792473912239075,0.5000295639038086,0.5029009580612183,0.47574299573898315,0.47784537076950073,0.5046452283859253,0.5002933144569397,0.5110581517219543,0.4949552118778229,0.4909017086029053,0.5181218385696411,0.5156537294387817,0.3953714072704315,0.4898279905319214,0.49227476119995117,0.4885244071483612,0.5055585503578186,0.49122822284698486,0.4963318705558777,0.5357559323310852,0.48479682207107544,0.48377856612205505,0.5021473169326782,0.5120167136192322,0.5219476222991943,60.748043,-30.378004
2dm-31,AlF3,AB3,12,3,3,0.91302,bottom-up,1,3,,0.099925,8.4202,2/m,monoclinic,Al,F,,,,,non-radioactive,no-f-in-valence,620.0,76.7,2dm-4040,monoclinic,0.5127542614936829,0.5033947229385376,0.5012056827545166,0.5350679755210876,0.49903008341789246,0.5007396340370178,0.49316567182540894,0.4534272849559784,0.5071388483047485,0.4707389771938324,0.5022313594818115,0.5394794940948486,0.5024564862251282,0.49684619903564453,0.49481362104415894,0.49502986669540405,0.5118407607078552,0.4946589767932892,0.5040865540504456,0.5779070854187012,0.4982869029045105,0.4810391962528229,0.5052779316902161,0.4891403913497925,0.49129220843315125,0.49687331914901733,0.5134580135345459,0.507289707660675,0.508995532989502,0.5049033761024475,0.5005963444709778,0.4897781014442444,-20.027716,-36.852135
2dm-32,MoBr3,AB3,12,3,3,0.97822,bottom-up,1,3,,0.057643,1.0679,2/m,monoclinic,Br,Mo,,,,,non-radioactive,no-f-in-valence,620.0,76.7,2dm-3836,monoclinic,0.5128046870231628,0.49690482020378113,0.4997158944606781,0.5323547124862671,0.4994252324104309,0.5054563283920288,0.4960133135318756,0.4036717414855957,0.501025378704071,0.47021952271461487,0.4921981692314148,0.5169461965560913,0.4940502643585205,0.5000883340835571,0.5045705437660217,0.4951019883155823,0.5031882524490356,0.5099892020225525,0.512668788433075,0.5069165825843811,0.4922938346862793,0.4856572449207306,0.49669837951660156,0.49234628677368164,0.4895349442958832,0.4996457099914551,0.5277242064476013,0.5004415512084961,0.5075710415840149,0.4963305592536926,0.5034386515617371,0.5012022256851196,48.67052,-71.68229
2dm-33,B2O3,A2B3,189,3,0,0.43419,bottom-up,0,0,0.071358,0.020691,5.1866,-6m2,hexagonal,B,O,,,,,non-radioactive,no-f-in-valence,,,2dm-3374,hexagonal,0.49149587750434875,0.510646402835846,0.5120441317558289,0.5158478617668152,0.4974762797355652,0.5032156109809875,0.5027320981025696,0.6115520596504211,0.5068459510803223,0.49361559748649597,0.5104604959487915,0.5113139748573303,0.5032075047492981,0.5051940679550171,0.48585638403892517,0.5107589960098267,0.5005037188529968,0.4778749942779541,0.48914650082588196,0.5516060590744019,0.5095165967941284,0.5040625929832458,0.5126014947891235,0.49628710746765137,0.5129351019859314,0.49345043301582336,0.48874250054359436,0.5172134637832642,0.5007784962654114,0.5054246187210083,0.4951595067977905,0.485329270362854,-15.01103,6.921245
2dm-34,GaSb3,AB3,164,3,3,0.733,bottom-up,1,3,0.32059,0.29722,0.3806,-3m,trigonal,Ga,Sb,,,,,non-radioactive,no-f-in-valence,654.0,20.3,,trigonal,0.5167403817176819,0.49650782346725464,0.4939885437488556,0.5383123159408569,0.5015199780464172,0.5067159533500671,0.4932786524295807,0.34970399737358093,0.5069648623466492,0.4678979218006134,0.5053372979164124,0.540317177772522,0.4971902668476105,0.49297577142715454,0.5081479549407959,0.4880542457103729,0.5198773741722107,0.5059648752212524,0.5137473344802856,0.5628072023391724,0.49005234241485596,0.48251020908355713,0.50104159116745,0.4890385866165161,0.48011478781700134,0.5066430568695068,0.5379682779312134,0.5018641948699951,0.515561580657959,0.5037762522697449,0.5082790851593018,0.49331289529800415,2.1041274,-124.544365
2dm-36,SiI4,AB4,123,3,1,0.43948,bottom-up,0,0,0.19686,0.46955,0.0,4/mmm,tetragonal,I,Si,,,,,non-radioactive,no-f-in-valence,,,2dm-4359,tetragonal,0.5212813019752502,0.5074406266212463,0.5094465613365173,0.5291804075241089,0.5028791427612305,0.5021449327468872,0.4947410821914673,0.49161145091056824,0.5132240653038025,0.47190728783607483,0.5093661546707153,0.5467042922973633,0.5016536712646484,0.5002390742301941,0.4927111268043518,0.49187687039375305,0.511985182762146,0.49583932757377625,0.5015144348144531,0.6403180360794067,0.5049777030944824,0.4833488464355469,0.5065355896949768,0.49289119243621826,0.49362117052078247,0.5033186078071594,0.5057519674301147,0.5065538287162781,0.517914354801178,0.5096597075462341,0.5079535841941833,0.49048539996147156,-73.44181,-16.495565
